Measurement number,HART-14,HART-15,HART-13,HART-12,HART-16,HART-17,HART-18,HART-19,JACK-11,JACK-22,JACK-24,JACK-25,JACK-31,JACK-33,JACK-34,JACK-35,Elson-23-1,Elson-23-2,Elson-23-3,Elson-26-4,Elson-24-4,Elson-26-2,Elson-23-5,Elson-24-2,Elson-24-3,Elson-24-5,Elson-26-1,Elson-26-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.7097744,0.7101625,0.7095106,0.7132876,0.7097145,0.7101110,0.7084144,0.7089675,0.7096847,0.7092047,0.7091563,0.7090698,0.7086857,0.7077081,0.7088070,0.7086041,0.7087742,0.7095785,0.7120952,0.7086772,0.7094531,0.7089495,0.7086949,0.7087090,0.7086542,0.7084883,0.7089166,0.7084561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.7100855,0.7097070,0.7104784,0.7185251,0.7096396,0.7090900,0.7074627,0.7077839,0.7087959,0.7082292,0.7092339,0.7081830,0.7099092,0.7085228,0.7090148,0.7093252,0.7100308,0.7088686,0.7062481,0.7092689,0.7086141,0.7098238,0.7092023,0.7085943,0.7086447,0.7091165,0.7087542,0.7086361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.7091274,0.7100397,0.7102468,0.7134476,0.7099969,0.7092823,0.7076539,0.7084140,0.7087818,0.7074885,0.7090958,0.7083090,0.7098858,0.7085208,0.7084671,0.7098200,0.7093820,0.7094153,0.7026854,0.7091260,0.7078934,0.7096382,0.7083149,0.7090123,0.7088041,0.7086049,0.7085771,0.7081944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.7098486,0.7110059,0.7103079,0.7130805,0.7098283,0.7086206,0.7078618,0.7084029,0.7083541,0.7092736,0.7097638,0.7083366,0.7091238,0.7079052,0.7095540,0.7086393,0.7079983,0.7095463,0.7104256,0.7086412,0.7080487,0.7091121,0.7090839,0.7088449,0.7091984,0.7090341,0.7093590,0.7081825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.7102490,0.7094871,0.7093995,0.7116822,0.7092514,0.7084773,0.7087487,0.7076888,0.7080503,0.7089581,0.7085337,0.7087510,0.7094799,0.7086936,0.7086018,0.7090315,0.7084961,0.7086917,0.7071132,0.7095424,0.7090200,0.7091044,0.7096763,0.7090510,0.7100106,0.7086270,0.7091432,0.7074389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.7095800,0.7089687,0.7098133,0.7097157,0.7092242,0.7110245,0.7078047,0.7083712,0.7094658,0.7090528,0.7117041,0.7094459,0.7091346,0.7087625,0.7084816,0.7096108,0.7103327,0.7089045,0.7183828,0.7084429,0.7084624,0.7094742,0.7084379,0.7103149,0.7085588,0.7084904,0.7095538,0.7080426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.7089579,0.7098126,0.7103137,0.7103529,0.7098147,0.7087221,0.7080907,0.7074052,0.7088713,0.7085835,0.7086604,0.7082610,0.7090906,0.7071102,0.7086388,0.7094280,0.7094371,0.7089689,0.7159473,0.7086315,0.7089112,0.7090255,0.7087879,0.7088621,0.7089720,0.7085885,0.7090257,0.7086933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.7095392,0.7098622,0.7095363,0.7093834,0.7097231,0.7098525,0.7090843,0.7082836,0.7083517,0.7090060,0.7091747,0.7079261,0.7087377,0.7079825,0.7087664,0.7090548,0.7100104,0.7085619,0.7150699,0.7085116,0.7093657,0.7091849,0.7092440,0.7081123,0.7085500,0.7080733,0.7094095,0.7069964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.7094983,0.7096044,0.7096197,0.7091448,0.7101824,0.7085925,0.7075789,0.7070313,0.7084041,0.7087612,0.7086085,0.7080647,0.7094031,0.7079727,0.7086887,0.7095701,0.7098870,0.7092648,0.7076507,0.7085693,0.7084320,0.7091276,0.7082251,0.7069840,0.7090298,0.7091179,0.7096339,0.7081754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.7093387,0.7105914,0.7096096,0.7113047,0.7103011,0.7152328,0.7080928,0.7064892,0.7086792,0.7085445,0.7091105,0.7086398,0.7090633,0.7081756,0.7078632,0.7090271,0.7089860,0.7083848,0.7089708,0.7079073,0.7092634,0.7084687,0.7099004,0.7102390,0.7090724,0.7084424,0.7087909,0.7089853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.7097662,0.7101567,0.7093638,0.7093784,0.7100931,0.7121315,0.7073907,0.7088954,0.7086665,0.7091944,0.7096125,0.7082237,0.7088559,0.7080306,0.7085825,0.7093596,0.7085749,0.7089648,0.7096158,0.7083656,0.7085119,0.7086548,0.7084300,0.7094446,0.7093981,0.7079770,0.7101358,0.7075771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.7095417,0.7097111,0.7101451,0.7105837,0.7094596,0.7082014,0.7090496,0.7085557,0.7097902,0.7085548,0.7086108,0.7087108,0.7091832,0.7085819,0.7087916,0.7087259,0.7093346,0.7085179,0.7115049,0.7088958,0.7086190,0.7084135,0.7097926,0.7085728,0.7085162,0.7087753,0.7087025,0.7084959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.7088248,0.7098504,0.7096428,0.7094831,0.7095527,0.7084532,0.7087024,0.7072212,0.7080394,0.7089069,0.7088010,0.7097614,0.7090352,0.7073345,0.7090729,0.7090098,0.7094410,0.7088469,0.7159104,0.7071949,0.7090216,0.7090928,0.7089744,0.7095124,0.7091865,0.7080563,0.7100530,0.7079351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.7103509,0.7096948,0.7095207,0.7100798,0.7099557,0.7090454,0.7079776,0.7079001,0.7084452,0.7082216,0.7089624,0.7085436,0.7090792,0.7078228,0.7088596,0.7091761,0.7100337,0.7078727,0.7139120,0.7083723,0.7090142,0.7080468,0.7089663,0.7086081,0.7086141,0.7125488,0.7094646,0.7080405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.7092550,0.7094473,0.7099892,0.7093859,0.7093646,0.7079222,0.7077583,0.7077505,0.7089334,0.7089241,0.7091056,0.7087270,0.7100590,0.7079743,0.7091839,0.7093213,0.7079938,0.7080503,0.7073226,0.7083418,0.7074390,0.7079854,0.7080736,0.7090970,0.7091873,0.7085398,0.7094316,0.7082223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.7096753,0.7083880,0.7096688,0.7102043,0.7093815,0.7083504,0.7072686,0.7090201,0.7091778,0.7090924,0.7080308,0.7087118,0.7084795,0.7085856,0.7086125,0.7090017,0.7094237,0.7100608,0.7057413,0.7087109,0.7064992,0.7077884,0.7095729,0.7091937,0.7098956,0.7085559,0.7091984,0.7075716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.7099460,0.7090095,0.7099822,0.7095474,0.7098685,0.7094384,0.7081753,0.7077667,0.7079759,0.7085174,0.7089708,0.7082473,0.7090514,0.7075932,0.7092086,0.7085029,0.7085832,0.7076463,0.7131804,0.7082577,0.7094713,0.7080635,0.7087767,0.7096438,0.7089094,0.7089891,0.7094767,0.7079312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.7089054,0.7090600,0.7101075,0.7108973,0.7103515,0.7099955,0.7076619,0.7079453,0.7086586,0.7083552,0.7085675,0.7085866,0.7093807,0.7082676,0.7083982,0.7092214,0.7095987,0.7089161,0.7083434,0.7060405,0.7091170,0.7077020,0.7095936,0.7078168,0.7088082,0.7083231,0.7093741,0.7068130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.7084676,0.7103383,0.7095816,0.7104164,0.7097938,0.7094302,0.7076437,0.7082607,0.7078297,0.7087112,0.7087250,0.7087179,0.7088115,0.7072069,0.7087896,0.7091513,0.7084741,0.7088092,0.7058891,0.7080226,0.7092782,0.7075540,0.7093207,0.7088762,0.7091547,0.7080075,0.7092935,0.7081626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.7096087,0.7104225,0.7091148,0.7124222,0.7090765,0.7087293,0.7084725,0.7074537,0.7092294,0.7094836,0.7085058,0.7083742,0.7095373,0.7083286,0.7093512,0.7090365,0.7086431,0.7098672,0.7156347,0.7074598,0.7085367,0.7087353,0.7089271,0.7087634,0.7086470,0.7086438,0.7098318,0.7078393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.7094905,0.7092228,0.7088319,0.7091154,0.7089899,0.7085727,0.7078743,0.7071514,0.7084161,0.7079229,0.7089759,0.7091329,0.7055122,0.7076028,0.7090362,0.7096796,0.7096474,0.7090988,0.7054401,0.7093528,0.7093853,0.7080717,0.7089030,0.7079051,0.7088077,0.7075322,0.7085487,0.7080536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.7092673,0.7100552,0.7099469,0.7093130,0.7090475,0.7090790,0.7081395,0.7088163,0.7078205,0.7100975,0.7082496,0.7087890,0.7096204,0.7082443,0.7093136,0.7089634,0.7087433,0.7090733,0.7093763,0.7074621,0.7089677,0.7085104,0.7079779,0.7093993,0.7095009,0.7080376,0.7096407,0.7076990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.7093556,0.7103576,0.7090946,0.7105640,0.7096484,0.7068474,0.7085698,0.7075494,0.7093686,0.7088603,0.7086491,0.7087041,0.7090042,0.7091847,0.7091420,0.7097537,0.7094153,0.7088498,0.7045845,0.7076496,0.7087836,0.7081793,0.7086316,0.7088124,0.7092586,0.7081885,0.7093944,0.7079938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.7092729,0.7100028,0.7081710,0.7093336,0.7092422,0.7127393,0.7077928,0.7082819,0.7088276,0.7091321,0.7077590,0.7090894,0.7090726,0.7082134,0.7091420,0.7088805,0.7092577,0.7091344,0.7105043,0.7086582,0.7085342,0.7063352,0.7091394,0.7090643,0.7087878,0.7083145,0.7091628,0.7074997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.7097250,0.7099661,0.7089424,0.7089744,0.7102795,0.7092028,0.7077417,0.7073718,0.7097254,0.7088843,0.7081073,0.7088865,0.7099412,0.7088625,0.7086467,0.7089928,0.7080962,0.7082708,0.7126434,0.7082874,0.7089126,0.7079538,0.7094891,0.7090283,0.7087573,0.7080747,0.7090216,0.7086272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0.7092058,0.7101267,0.7094307,0.7095822,0.7089249,0.7099690,0.7082890,0.7085946,0.7091661,0.7091681,0.7080350,0.7084061,0.7090399,0.7086766,0.7095094,0.7088438,0.7099023,0.7086078,0.7083049,0.7085301,0.7084492,0.7076803,0.7087765,0.7086266,0.7093188,0.7078671,0.7091502,0.7085520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0.7095361,0.7104494,0.7094265,0.7096790,0.7085846,0.7068634,0.7085294,0.7091327,0.7087484,0.7082967,0.7078580,0.7089401,0.7089705,0.7086458,0.7093065,0.7100575,0.7091150,0.7095937,0.7119820,0.7084372,0.7085564,0.7070139,0.7097061,0.7085738,0.7083848,0.7087273,0.7090167,0.7085564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0.7096040,0.7107978,0.7091785,0.7087007,0.7094760,0.7083107,0.7084131,0.7077581,0.7089487,0.7088575,0.7079766,0.7087285,0.7092797,0.7084553,0.7091898,0.7092381,0.7103496,0.7086125,0.7151595,0.7070858,0.7095358,0.7085793,0.7097523,0.7089173,0.7084115,0.7093987,0.7094286,0.7085590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0.7100809,0.7102178,0.7093033,0.7094524,0.7094794,0.7076024,0.7088129,0.7079831,0.7093602,0.7084173,0.7085192,0.7093376,0.7086964,0.7078296,0.7097351,0.7083775,0.7104621,0.7077960,0.7047827,0.7081165,0.7089457,0.7071131,0.7088990,0.7094568,0.7087599,0.7081646,0.7084364,0.7077904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0.7095315,0.7097648,0.7088177,0.7095560,0.7104097,0.7078572,0.7078755,0.7077238,0.7088315,0.7088291,0.7073984,0.7081191,0.7097658,0.7073883,0.7092021,0.7092416,0.7090552,0.7085639,0.7112248,0.7088968,0.7092123,0.7077707,0.7094649,0.7091053,0.7084159,0.7089084,0.7106476,0.7078168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0.7085108,0.7100219,0.7089066,0.7089825,0.7097580,0.7068097,0.7083788,0.7078443,0.7075817,0.7124982,0.7089297,0.7092514,0.7088844,0.7077764,0.7105483,0.7092124,0.7104904,0.7094467,0.7088121,0.7094928,0.7089727,0.7076456,0.7090641,0.7089862,0.7086585,0.7085740,0.7083374,0.7073647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0.7095313,0.7100139,0.7095760,0.7086253,0.7094495,0.7083706,0.7084664,0.7079005,0.7092799,0.7088025,0.7072805,0.7079791,0.7086940,0.7092413,0.7088918,0.7093600,0.7087516,0.7089216,0.7180867,0.7088892,0.7095170,0.7089379,0.7092355,0.7088461,0.7084940,0.7080707,0.7089799,0.7080236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0.7095390,0.7100803,0.7092303,0.7091159,0.7097044,0.7073945,0.7085333,0.7077428,0.7098672,0.7080364,0.7079194,0.7081311,0.7086361,0.7079428,0.7085867,0.7092783,0.7102257,0.7085519,0.7136045,0.7083397,0.7091611,0.7073371,0.7088276,0.7084297,0.7086828,0.7091304,0.7093541,0.7082720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.7094714,0.7101639,0.7095210,0.7098635,0.7102437,0.7072957,0.7080798,0.7085038,0.7084029,0.7098945,0.7074268,0.7084702,0.7087661,0.7083772,0.7084766,0.7089348,0.7092480,0.7085599,0.7081048,0.7079712,0.7090137,0.7078003,0.7092054,0.7081844,0.7085319,0.7091193,0.7092230,0.7083986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0.7083551,0.7087722,0.7095315,0.7092566,0.7100563,0.7074917,0.7073437,0.7084239,0.7120756,0.7085527,0.7074737,0.7091853,0.7089018,0.7076819,0.7089026,0.7104734,0.7099189,0.7077168,0.7038400,0.7057232,0.7090936,0.7081834,0.7094371,0.7084294,0.7084429,0.7078061,0.7099284,0.7082901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0.7103903,0.7099831,0.7094591,0.7091720,0.7097943,0.7080543,0.7086955,0.7073600,0.7079452,0.7086170,0.7084547,0.7083632,0.7083685,0.7082493,0.7099706,0.7089210,0.7092597,0.7095768,0.7123416,0.7085284,0.7078553,0.7079021,0.7085740,0.7096747,0.7086467,0.7093666,0.7090320,0.7080964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0.7108995,0.7107579,0.7090689,0.7080630,0.7095455,0.7065075,0.7085988,0.7079743,0.7090905,0.7089294,0.7080906,0.7093529,0.7093408,0.7079091,0.7093941,0.7085260,0.7088725,0.7084035,0.7137051,0.7090258,0.7080386,0.7084219,0.7090890,0.7090070,0.7083304,0.7090208,0.7084549,0.7081513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0.7092309,0.7105521,0.7090842,0.7084784,0.7100928,0.7079179,0.7082426,0.7075727,0.7087522,0.7091865,0.7078005,0.7088343,0.7093782,0.7091676,0.7099177,0.7089095,0.7097953,0.7079947,0.7004975,0.7081829,0.7093037,0.7080006,0.7088107,0.7090725,0.7081203,0.7086619,0.7092983,0.7081281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0.7106201,0.7110515,0.7092991,0.7087925,0.7093970,0.7065583,0.7079929,0.7080002,0.7090356,0.7086953,0.7076231,0.7093700,0.7083418,0.7075661,0.7089567,0.7099388,0.7091493,0.7077839,0.7113250,0.7090258,0.7087567,0.7083990,0.7093683,0.7093528,0.7096506,0.7084242,0.7093122,0.7084686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0.7090275,0.7096539,0.7081039,0.7088275,0.7089673,0.7072064,0.7088074,0.7078295,0.7085868,0.7082139,0.7077074,0.7074617,0.7096429,0.7079401,0.7092267,0.7091639,0.7094677,0.7094115,0.7085782,0.7094375,0.7085968,0.7080664,0.7088363,0.7092016,0.7086834,0.7092091,0.7087137,0.7076561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0.7103103,0.7096351,0.7090354,0.7088708,0.7096442,0.7078111,0.7123089,0.7084414,0.7078048,0.7094358,0.7075680,0.7082145,0.7086608,0.7080440,0.7091534,0.7089069,0.7092086,0.7089999,0.7125467,0.7088006,0.7084256,0.7084822,0.7088693,0.7092700,0.7088485,0.7078818,0.7084775,0.7087656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0.7099054,0.7096765,0.7088717,0.7090307,0.7092979,0.7066153,0.7080142,0.7082358,0.7091260,0.7093610,0.7077230,0.7089144,0.7091652,0.7082158,0.7096096,0.7089259,0.7089342,0.7092803,0.7028676,0.7087897,0.7077406,0.7088342,0.7089347,0.7090617,0.7087997,0.7089760,0.7092968,0.7086596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0.7097539,0.7100014,0.7089411,0.7083730,0.7093359,0.7079032,0.7095176,0.7067238,0.7093906,0.7092898,0.7082977,0.7076198,0.7080363,0.7089639,0.7084892,0.7072134,0.7098881,0.7076218,0.7115902,0.7088900,0.7088585,0.7085789,0.7096654,0.7083167,0.7082103,0.7093956,0.7091370,0.7076741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0.7094092,0.7095844,0.7077260,0.7086172,0.7093433,0.7076609,0.7087345,0.7083280,0.7084293,0.7079722,0.7081371,0.7096807,0.7090062,0.7083494,0.7081108,0.7105048,0.7106846,0.7080759,0.7142013,0.7079261,0.7082843,0.7072059,0.7092370,0.7082408,0.7087062,0.7082503,0.7089886,0.7081083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0.7090298,0.7094952,0.7100192,0.7085268,0.7101955,0.7069491,0.7089009,0.7080245,0.7095535,0.7095546,0.7085401,0.7087183,0.7092505,0.7068103,0.7094078,0.7087576,0.7095964,0.7087902,0.7012121,0.7094408,0.7089854,0.7081955,0.7097687,0.7074555,0.7092338,0.7086631,0.7079851,0.7087030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0.7071549,0.7086550,0.7086452,0.7090885,0.7092636,0.7076199,0.7081073,0.7067960,0.7086738,0.7088882,0.7097923,0.7083941,0.7095238,0.7087305,0.7091498,0.7082961,0.7105872,0.7082802,0.7139594,0.7092591,0.7087403,0.7071440,0.7085311,0.7083851,0.7088256,0.7103504,0.7089468,0.7084026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0.7093332,0.7095699,0.7096078,0.7078961,0.7095480,0.7067798,0.7082454,0.7075224,0.7087200,0.7092821,0.7083251,0.7085522,0.7104529,0.7085502,0.7094013,0.7091782,0.7100994,0.7090408,0.7058355,0.7082358,0.7080999,0.7080327,0.7087507,0.7095943,0.7087831,0.7090356,0.7093999,0.7073780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0.7095850,0.7092014,0.7084585,0.7087177,0.7092494,0.7078529,0.7087622,0.7079801,0.7087309,0.7083955,0.7089701,0.7080886,0.7092043,0.7085152,0.7094269,0.7079934,0.7102365,0.7089694,0.7125125,0.7089814,0.7083185,0.7084087,0.7068327,0.7083891,0.7088179,0.7087368,0.7082523,0.7088486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0.7104841,0.7095921,0.7094595,0.7089979,0.7084129,0.7071738,0.7083081,0.7082366,0.7094173,0.7091414,0.7085090,0.7085097,0.7092000,0.7091063,0.7089345,0.7092668,0.7095683,0.7086067,0.7050553,0.7083640,0.7097922,0.7087307,0.7081848,0.7090076,0.7088980,0.7092220,0.7090033,0.7088027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0.7097879,0.7077916,0.7093921,0.7089659,0.7100283,0.7069883,0.7070752,0.7111691,0.7085548,0.7093088,0.7083148,0.7083252,0.7101822,0.7087023,0.7095209,0.7086315,0.7076114,0.7090911,0.7132196,0.7092471,0.7099065,0.7077059,0.7094301,0.7086829,0.7085874,0.7087843,0.7096470,0.7077732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0.7089957,0.7084400,0.7088669,0.7083345,0.7091002,0.7079311,0.7087927,0.7077575,0.7087065,0.7091465,0.7073674,0.7086696,0.7091379,0.7072881,0.7092123,0.7094007,0.7084396,0.7087611,0.7156531,0.7082966,0.7085446,0.7084358,0.7096393,0.7087033,0.7085564,0.7096142,0.7086648,0.7082405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0.7101860,0.7091927,0.7090014,0.7089469,0.7093572,0.7083567,0.7078240,0.7078433,0.7083268,0.7089047,0.7087748,0.7082899,0.7082487,0.7088135,0.7089716,0.7086209,0.7092223,0.7085292,0.7041463,0.7085269,0.7090143,0.7083583,0.7092881,0.7090164,0.7098666,0.7079353,0.7088761,0.7078010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.7099426,0.7094126,0.7085712,0.7083310,0.7097886,0.7077883,0.7078008,0.7085331,0.7097350,0.7096306,0.7089262,0.7084825,0.7100973,0.7075165,0.7089650,0.7084864,0.7094276,0.7093408,0.7077805,0.7094803,0.7087829,0.7084742,0.7096999,0.7094812,0.7095576,0.7092033,0.7090350,0.7088212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
