Measurement number,HART-14,HART-15,HART-13,HART-12,HART-16,HART-17,HART-18,HART-19,JACK-11,JACK-22,JACK-24,JACK-25,JACK-31,JACK-33,JACK-34,JACK-35,Elson-23-1,Elson-23-2,Elson-23-3,Elson-26-4,Elson-24-4,Elson-26-2,Elson-23-5,Elson-24-2,Elson-24-3,Elson-24-5,Elson-26-1,Elson-26-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.7123785,0.7100609,0.7088168,0.7096583,,0.7082668,0.7089686,0.7083936,,0.7093790,0.7089559,0.7092277,0.7090950,0.7092529,0.7094787,0.7078904,,0.7099655,0.7051086,0.7085486,0.7095870,0.7096334,0.7090547,0.7093094,0.7095534,0.7096326,0.7093028,0.7084717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.7111663,0.7093075,0.7095753,0.7092609,,0.7077190,0.7083736,0.7100634,,0.7082245,0.7082000,0.7087281,0.7094698,0.7084857,0.7080656,0.7086693,,0.7089177,0.7074673,0.7090642,0.7089620,0.7084193,0.7094864,0.7092201,0.7094933,0.7094391,0.7092259,0.7090608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0.7122419,0.7108098,0.7088625,0.7096181,,0.7076349,0.7088913,0.7098694,,0.7089281,0.7085213,0.7090987,0.7091784,0.7095301,0.7093800,0.7093729,,0.7096901,0.7116595,0.7093481,0.7086865,0.7086344,0.7091752,0.7088424,0.7087287,0.7094709,0.7096412,0.7085086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,0.7124511,0.7100905,0.7091021,0.7088929,,0.7084261,0.7095935,0.7089683,,0.7087813,0.7091345,0.7096801,0.7091384,0.7092366,0.7090190,0.7088959,,0.7090322,0.7105338,0.7083875,0.7092580,0.7087449,0.7088788,0.7095009,0.7085926,0.7090290,0.7098004,0.7090509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,0.7106734,0.7095897,0.7095491,0.7098601,,0.7097097,0.7097852,0.7100258,,0.7090156,0.7082086,0.7078275,0.7089829,0.7087865,0.7093416,0.7088252,,0.7091471,0.7121777,0.7086531,0.7088959,0.7046951,0.7095836,0.7093765,0.7095923,0.7094736,0.7085832,0.7089621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.7123686,0.7092304,0.7099998,0.7096896,,0.7099373,0.7090944,0.7012880,,0.7092327,0.7092179,0.7092953,0.7099390,0.7097780,0.7103146,0.7100178,,0.7095425,0.7103084,0.7093394,0.7090375,0.7088403,0.7090074,0.7089511,0.7090731,0.7096943,0.7075714,0.7092047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,0.7123133,0.7103089,0.7092921,0.7097613,,0.7092621,0.7089028,0.7081541,,0.7089689,0.7096341,0.7091443,0.7092621,0.7093614,0.7085700,0.7092557,,0.7089252,0.7096159,0.7099492,0.7094440,0.7088236,0.7096808,0.7093875,0.7091361,0.7090944,0.7083749,0.7090748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,0.7122137,0.7095105,0.7087505,0.7093169,,0.7089690,0.7090882,0.7081537,,0.7091765,0.7076097,0.7090060,0.7090823,0.7098175,0.7085537,0.7088860,,0.7085645,0.7122693,0.7086480,0.7093095,0.7085912,0.7089714,0.7097189,0.7090409,0.7090515,0.7057333,0.7092418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.7116014,0.7100233,0.7098547,0.7094962,,0.7083504,0.7094659,0.7102089,,0.7093205,0.7091863,0.7092551,0.7093745,0.7083437,0.7088780,0.7090671,,0.7094330,0.7084411,0.7089239,0.7091735,0.7089018,0.7091320,0.7089430,0.7085255,0.7094130,0.7141084,0.7090292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0.7144209,0.7099630,0.7105550,0.7100343,,0.7085917,0.7093225,0.7094207,,0.7089154,0.7093754,0.7087279,0.7093773,0.7089353,0.7094554,0.7088001,,0.7090860,0.7081971,0.7093336,0.7087241,0.7096595,0.7097476,0.7093450,0.7087885,0.7091372,0.7060922,0.7088936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,0.7096267,0.7097467,0.7100492,0.7096238,,0.7092894,0.7093225,0.7085199,,0.7092242,0.7089597,0.7091719,0.7092137,0.7091112,0.7101538,0.7092266,,0.7085085,0.7082165,0.7089868,0.7079956,0.7096304,0.7093677,0.7089861,0.7096994,0.7090060,0.7063428,0.7100471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0.7149900,0.7103198,0.7098888,0.7098098,,0.7086464,0.7086152,0.7083645,,0.7091764,0.7086104,0.7099947,0.7097289,0.7100282,0.7088482,0.7085934,,0.7080163,0.7151291,0.7095020,0.7090154,0.7088467,0.7094561,0.7094129,0.7095150,0.7089634,0.7071855,0.7091809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,0.7137622,0.7099026,0.7103562,0.7091419,,0.7092851,0.7090228,0.7081752,,0.7091779,0.7091665,0.7089511,0.7088782,0.7084935,0.7091900,0.7093536,,0.7095241,0.7069077,0.7091806,0.7091824,0.7091006,0.7096874,0.7097354,0.7088354,0.7087776,0.7038814,0.7090027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,0.7101430,0.7097885,0.7106670,0.7101941,,0.7090286,0.7090895,0.7074425,,0.7090119,0.7092677,0.7089182,0.7095399,0.7086448,0.7084552,0.7089807,,0.7095574,0.7127856,0.7087271,0.7096018,0.7073193,0.7088171,0.7092116,0.7079009,0.7095203,0.7064238,0.7090548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,0.7095812,0.7090285,0.7093545,0.7091730,,0.7088893,0.7097524,0.7077374,,0.7093373,0.7086163,0.7080969,0.7087283,0.7090367,0.7074695,0.7088588,,0.7097391,0.7101519,0.7086588,0.7086898,0.7083914,0.7088496,0.7090838,0.7095451,0.7085372,,0.7087627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0.7135086,0.7099737,0.7098482,0.7096978,,0.7098457,0.7089623,0.7098473,,0.7094020,0.7092556,0.7093872,0.7087832,0.7089916,0.7091845,0.7090799,,0.7102457,0.7097581,0.7084983,0.7092705,0.7090297,0.7089007,0.7089964,0.7090949,0.7093407,,0.7096229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0.7134862,0.7094744,0.7098676,0.7098134,,0.7083081,0.7093522,0.7091446,,0.7102840,0.7091589,0.7088284,0.7094767,0.7089058,0.7100853,0.7096934,,0.7090688,0.7057990,0.7088129,0.7094165,0.7087639,0.7094210,0.7094453,0.7091788,0.7086428,,0.7085340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0.7207902,0.7099706,0.7096064,0.7092887,,0.7085268,0.7097512,0.7098422,,0.7090920,0.7084112,0.7087032,0.7093907,0.7094248,0.7090263,0.7088251,,0.7093004,0.7193511,0.7091907,0.7084092,0.7093415,0.7091779,0.7093769,0.7090885,0.7093950,,0.7091356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0.7146734,0.7099383,0.7099450,0.7098892,,0.7090237,0.7096300,0.7092468,,0.7087769,0.7094258,0.7096828,0.7091359,0.7089396,0.7093483,0.7091010,,0.7090404,0.7084071,0.7095268,0.7096172,0.7096428,0.7090404,0.7089418,0.7093977,0.7084364,,0.7092795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0.7140596,0.7098554,0.7102546,0.7098361,,0.7089078,0.7090279,0.7105315,,0.7090076,0.7091257,0.7086607,0.7094731,0.7092074,0.7089213,0.7090168,,0.7095532,0.7114867,0.7093525,0.7093672,0.7094124,0.7093411,0.7098338,0.7088080,0.7096207,,0.7096922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0.7170299,0.7091380,0.7094396,0.7094594,,0.7091514,0.7095860,0.7083870,,0.7096297,0.7092053,0.7093070,0.7086804,0.7092795,0.7091374,0.7093696,,0.7092519,0.7122728,0.7097062,0.7093252,0.7086349,0.7088337,0.7091000,0.7093633,0.7098123,,0.7090806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.7115348,0.7097532,0.7097303,0.7099808,,0.7086915,0.7100212,0.7083518,,0.7096887,0.7083151,0.7090282,0.7093540,0.7087050,0.7095294,0.7083754,,0.7098238,0.7032812,0.7087314,0.7084262,0.7091140,0.7086804,0.7097812,0.7090766,0.7092762,,0.7097183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0.7126138,0.7103889,0.7090556,0.7095936,,0.7089735,0.7087726,0.7064245,,0.7085219,0.7096357,0.7091427,0.7088335,0.7107168,0.7092633,0.7096306,,0.7094262,0.7139502,0.7080849,0.7100837,0.7085811,0.7101258,0.7085014,0.7089369,0.7093072,,0.7087164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,0.7155949,0.7098289,0.7091708,0.7094766,,0.7106572,0.7090032,0.7103372,,0.7098234,0.7089225,0.7086850,0.7098059,0.7086948,0.7086186,0.7089342,,0.7095347,0.7079261,0.7094654,0.7097038,0.7086016,0.7091216,0.7093644,0.7089143,0.7090127,,0.7090496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.7112533,0.7106969,0.7090923,0.7094731,,0.7096266,0.7080200,0.7077498,,0.7108213,0.7097162,0.7095146,0.7095312,0.7087218,0.7094342,0.7098658,,0.7090696,0.7021599,0.7104607,0.7084400,0.7092278,0.7087601,0.7102594,0.7090377,0.7092725,,0.7086380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,0.7135119,0.7099963,0.7101204,0.7098179,,0.7092635,0.7097460,0.7079290,,0.7073276,0.7096551,0.7097051,0.7093542,0.7088932,0.7096780,0.7093163,,0.7091750,0.7121044,0.7072058,0.7101888,0.7091671,0.7091429,0.7092729,0.7094975,0.7090994,,0.7088674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0.7164275,0.7107368,0.7098150,0.7094066,,0.7090531,0.7105651,0.7100173,,0.7086544,0.7082085,0.7080858,0.7090925,0.7093507,0.7092535,0.7094427,,0.7093611,0.7053284,0.7088040,0.7090297,0.7095536,0.7083416,0.7093582,0.7093259,0.7094068,,0.7101403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,0.7126351,0.7100307,0.7097401,0.7087635,,0.7091403,0.7088972,0.7136883,,0.7105698,0.7090942,0.7095355,0.7094133,0.7087442,0.7090963,0.7098029,,0.7088765,0.6998336,0.7085983,0.7091456,0.7092865,0.7086036,0.7111159,0.7095682,0.7089607,,0.7086551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0.7136361,0.7110805,0.7097983,0.7100304,,0.7089768,0.7091847,,,0.7080445,0.7090123,0.7089984,0.7100432,0.7090655,0.7097128,0.7089504,,0.7092325,0.7142654,0.7103003,0.7105659,0.7085446,0.7091266,0.7091322,0.7086579,0.7088535,,0.7222122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,0.7112094,0.7102124,0.7101474,0.7096494,,0.7093265,0.7097126,,,0.7103354,0.7087489,0.7087254,0.7087069,0.7094352,0.7093437,0.7089168,,0.7092733,0.6710241,0.7104724,0.7072967,0.7092112,0.7092864,0.7080607,0.7091249,0.7093737,,0.7112887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0.7103054,0.7098057,0.7105188,0.7102082,,0.7084118,0.7087967,,,0.7056195,0.7097692,0.7087071,0.7094478,0.7084537,0.7091962,0.7094681,,0.7088226,0.7055745,0.7051593,0.7021180,0.7092433,0.7088999,0.7108132,0.7092479,0.7089108,,0.7088508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.7134706,0.7097029,0.7091243,0.7099071,,0.7093955,0.7093354,,,0.7061062,0.7091688,0.7085906,0.7088192,0.7096060,0.7080448,0.7092714,,0.7093891,0.7108299,0.7061166,0.7048032,0.7095303,0.7093853,0.7099636,0.7083827,0.7089601,,0.7097071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0.7159117,0.7094102,0.7100943,0.7095025,,0.7088926,0.7071858,,,0.7104359,0.7090945,0.7091813,0.7090598,0.7092483,0.7086184,0.7087874,,0.7095008,0.7077694,0.7052666,0.7077901,0.7089199,0.7097080,0.7071674,0.7091028,0.7090896,,0.7077703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0.7124897,0.7096884,0.7110583,0.7097934,,0.7091125,0.7099818,,,0.7100059,0.7093427,0.7093110,0.7093363,0.7095986,0.7092474,0.7095544,,0.7098415,0.7091850,0.7033180,0.7038024,0.7089968,0.7090919,0.7094554,0.7094162,0.7097316,,0.7100163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,0.7143483,0.7096184,0.7100092,0.7097413,,0.7092748,0.7088403,,,0.7036567,0.7086835,0.7093763,0.7091026,0.7098226,0.7094632,0.7087639,,0.7086974,0.7101043,0.7004726,,0.7088466,0.7096560,0.7099777,0.7090995,0.7092735,,0.7071065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.7142697,0.7099427,0.7093580,0.7100538,,0.7086926,0.7079531,,,0.7086702,0.7084830,0.7091971,0.7085469,0.7085347,0.7088303,0.7093480,,0.7090661,0.7089630,0.7050943,,0.7097720,0.7087503,0.7097709,0.7095871,0.7094514,,0.7098447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,0.7132779,0.7089924,0.7096893,0.7099304,,0.7088896,0.7092345,,,0.7047884,0.7101252,0.7088139,0.7093242,0.7096319,0.7081331,0.7100774,,0.7095771,0.7115749,0.7117439,,0.7089022,0.7092182,0.7094757,0.7087818,0.7094169,,0.7085955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0.7152654,0.7089824,0.7096877,0.7092386,,0.7092212,0.7109307,,,0.7047903,0.7077505,0.7090653,0.7089482,0.7086565,0.7089654,0.7090438,,0.7086321,0.7092826,0.7020671,,0.7085481,0.7097770,0.7097931,0.7096981,0.7099108,,0.7080046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,0.7121527,0.7095813,0.7102519,0.7098580,,0.7087681,0.7087982,,,0.7071772,0.7092421,0.7089112,0.7091971,0.7088053,0.7096249,0.7087732,,0.7090289,0.7098231,0.7047043,,0.7088495,0.7090530,0.7119320,0.7084484,0.7094660,,0.7092832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0.7091870,0.7099253,0.7101891,0.7094359,,0.7089370,0.7075487,,,0.6936179,0.7092740,0.7092610,0.7093960,0.7086625,0.7089613,0.7095092,,0.7091768,0.7072164,0.7094477,,0.7094490,0.7097508,0.7108960,0.7094142,0.7087145,,0.7073747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,0.7129679,0.7096284,0.7091041,0.7091327,,0.7091245,0.7095346,,,0.7086573,0.7086091,0.7094649,0.7091976,0.7091461,0.7087986,0.7092239,,0.7094336,0.7123600,,,0.7086907,0.7081141,0.7092116,0.7092312,0.7111257,,0.7098767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0.7120368,0.7099201,0.7093079,0.7096068,,0.7085635,0.7083282,,,0.7127655,0.7087569,0.7089752,0.7093274,0.7090284,0.7093252,0.7093327,,0.7090844,0.7107805,,,0.7087315,0.7096797,0.7073458,0.7090583,0.7088888,,0.7087205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,0.7157734,0.7097520,0.7103863,0.7093309,,0.7096878,0.7098515,,,,0.7091158,0.7092190,0.7094612,0.7086948,0.7092655,0.7088301,,0.7095842,0.7118859,,,0.7076707,0.7084884,,0.7090308,0.7096828,,0.7087845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,0.7160421,0.7103774,0.7100616,0.7091522,,0.7094878,0.7102085,,,,0.7087084,0.7085865,0.7088486,0.7091627,0.7090995,0.7091985,,0.7088031,0.7102628,,,0.7097302,0.7090143,,0.7093513,0.7091607,,0.7100449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.7086688,0.7097729,0.7102895,0.7101828,,0.7095105,0.7093591,,,,0.7102984,0.7089462,0.7084720,0.7088957,0.7094346,0.7088484,,0.7094667,0.7155185,,,0.7090443,0.7093853,,0.7093054,0.7091213,,0.7092682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,0.7098740,0.7094688,0.7093028,,0.7085990,0.7069839,,,,0.7084930,0.7086669,0.7091912,0.7091281,0.7098385,0.7090405,,0.7093377,0.7154686,,,0.7084747,0.7089536,,0.7092329,0.7093857,,0.7078739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,0.7085686,0.7099641,0.7100584,,0.7088620,0.7073754,,,,0.7090760,0.7091723,0.7094034,0.7090184,0.7097064,0.7087782,,0.7099603,0.7076994,,,0.7088878,0.7111511,,0.7085315,0.7100344,,0.7083066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,0.7095295,0.7092761,0.7091083,,0.7092617,0.7095387,,,,0.7089453,0.7086397,0.7092275,0.7096227,0.7097293,0.7090698,,0.7096407,0.7067864,,,0.7087078,0.7091382,,0.7086305,0.7096581,,0.7091463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,0.7100202,0.7095624,0.7103405,,0.7091116,0.7096444,,,,0.7091171,0.7097329,0.7100128,0.7082176,0.7094478,0.7091776,,0.7089000,0.7100554,,,0.7089200,0.7104063,,0.7098479,0.7105395,,0.7105884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,0.7103677,0.7095404,0.7098405,,0.7090258,0.7104253,,,,0.7092773,0.7084969,0.7097215,0.7084411,0.7088116,0.7089158,,0.7094189,0.6986724,,,0.7095820,0.7073043,,0.7097747,0.7100529,,0.7084555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,0.7101209,0.7097547,0.7093807,,0.7089521,0.7090610,,,,0.7088243,0.7093991,0.7093551,0.7084052,0.7078936,0.7094354,,0.7093257,0.7106560,,,0.7089061,0.7072247,,0.7097169,0.7110154,,0.7113557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,0.7104335,0.7099844,0.7095943,,0.7086144,0.7075988,,,,0.7087732,0.7065277,0.7102851,0.7092745,0.7098451,0.7088250,,0.7092262,0.7078497,,,0.7093528,0.7091513,,0.7092367,0.7102811,,0.7074839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,0.7092242,0.7097246,0.7096269,,0.7095654,0.7120687,,,,0.7095314,0.7088824,0.7097810,0.7091524,0.7099952,0.7096703,,0.7088402,0.7136985,,,0.7092145,0.7163987,,0.7090469,0.7093185,,0.7124678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,0.7105973,0.7096914,0.7099754,,0.7089152,0.7119794,,,,0.7083272,0.7088445,0.7084386,0.7092860,0.7119451,0.7093992,,0.7086911,0.7068266,,,0.7091432,0.7043922,,0.7091707,0.7140386,,0.7097366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,0.7095784,0.7096159,0.7088450,,0.7093921,0.7073265,,,,0.7089300,0.7087605,0.7114047,0.7089912,0.7112003,0.7090250,,0.7088656,0.7115069,,,0.7094297,0.7099995,,0.7082918,0.7088917,,0.7118836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,0.7102080,0.7092096,0.7091819,,0.7092988,0.7107798,,,,0.7086798,0.7089150,0.7069464,0.7092381,0.7012573,0.7096789,,0.7081169,0.7072661,,,0.7089093,,,0.7095971,0.7135930,,0.7061919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,0.7101349,0.7101563,0.7091559,,0.7095716,0.7095386,,,,0.7094372,0.7088495,0.7109342,0.7086482,0.7066096,0.7094298,,0.7086023,0.7084272,,,0.7090899,,,0.7091914,0.7086150,,0.7100630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,0.7102325,0.7102631,0.7097759,,0.7093263,0.7102629,,,,0.7087534,0.7092446,0.7088019,0.7088959,0.7017859,0.7080844,,0.7090502,0.7088771,,,0.7091019,,,0.7085962,0.7136138,,0.7063591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,0.7101085,0.7088357,0.7095483,,0.7088373,0.7091906,,,,0.7087818,0.7091786,0.7094255,0.7096007,,0.7101183,,0.7089803,0.7151216,,,0.7094922,,,0.7093346,0.7141584,,0.7081721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,0.7100726,0.7096601,0.7096314,,0.7101995,0.7082013,,,,0.7089872,0.7095215,0.7096944,0.7084737,,0.7077071,,0.7095801,0.7124414,,,0.7093615,,,0.7091904,0.7096686,,0.7081746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,0.7101945,0.7092091,0.7096566,,0.7085758,0.7101231,,,,0.7086812,0.7094661,0.7084114,0.7094799,,0.7041541,,0.7088578,0.7168354,,,0.7088414,,,0.7096242,0.7115159,,0.7095304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
